hashed_email,total_purchase_amount,last_purchase_date,store_visits_12months,product_category_interest
5ba11ace2fbd3ef5354d0c4c86a6a94b,Medium,Within_1year,High,Classic
03337542cf6e262b8121a18255f2b4de,Low,1-3years,High,Classic
b5cdaef8a650749a1d0e0373e53d6cdc,High,Over_3years,High,Luxury
aef67d967e7d8e5222078ea5b2d8825a,High,Over_3years,Low,Luxury
c5dda4faee2070a4881bbdc44eda1688,Low,Over_3years,Low,Luxury
fa951fb2e68a03483ca6b2827475422f,Medium,1-3years,High,Sports
64816369d6d14323cad01bae1b62db38,High,Over_3years,Low,Luxury
ad1fa802f8b9e2c2892b2796d0c59e8d,High,Over_3years,High,Luxury
e09036e3f463b41d14aa232d272c837d,High,1-3years,Low,Classic
046b14e04d7aa1df74592a9a29e52d19,Low,Within_1year,High,Sports
476fe1e8d848cc2fd21d8d5232713f62,Low,Within_1year,High,Sports
6de6e22bf4343ba63612b86bd5fc3547,High,1-3years,High,Sports
2299454d67f1a3c7a8a3f8425ac09f06,Medium,Over_3years,High,Sports
7fd8d3c06c0a2280c9d5f2b708292170,Low,Within_1year,High,Luxury
130735d60a271c84f21e1bdb35e8689a,Medium,Within_1year,High,Classic
bb67e0048d69dc6cb0903188765bf43d,Low,Within_1year,Low,Sports
54b0a52176b8e72283ba1317c6f6077b,Low,1-3years,High,Sports
ca29af772ea570b014ecfd343daf5811,Medium,Within_1year,Low,Classic
ec208c749a241448c41a5c9b63d5609e,Medium,Within_1year,Low,Sports
888a826c40489dbd9a7d992d1fdfe93a,Medium,1-3years,High,Sports
fd74c2af667f2581444af623ae941fad,Low,1-3years,Low,Classic
0d012ad3f5d9572a4d5c9e0097a57fe4,Medium,1-3years,Low,Sports
1c883b1da1229688750cf278eaca6682,Medium,Within_1year,Low,Sports
619014fa11ca1444e470cf2538b4f5e1,Medium,Within_1year,Low,Luxury
78d59b49ec30c6197f0a2f6bc10c8732,Medium,1-3years,Low,Classic
ed88f18991fac25ef773393f9d7cee63,Medium,Over_3years,Low,Luxury
21dad72713a8d6d53e061b3148704fcc,Medium,1-3years,High,Classic
4194b18fddcb95524a686745d9c619cd,Medium,Within_1year,Low,Classic
dd47cda21e402f1abccafd31c67c9ab1,Low,Within_1year,Low,Sports
398f6f7e30719657e78afda745c3c1e5,Medium,1-3years,Low,Classic
7a31998bf8e3ed8d1c74f8545b87197a,Low,Over_3years,Low,Luxury
fbaa4db032d85f8261238c00e11c8ef1,High,Over_3years,Low,Classic
991ddeacaa70d4ee4232a2a2472dc945,High,Within_1year,Low,Sports
3861af0b1a8cc78da266d28f4724ea1b,Low,Over_3years,High,Classic
65ff2948da2eb826cef884610624e530,Medium,Over_3years,High,Sports
83c6e1e81cf6c58536d9f849007f9a9a,Low,Over_3years,Low,Sports
7102b8997927a99566f2d4b2f0a58a0a,High,1-3years,High,Classic
78b373a89ff5378d80ecbb7babfbcba3,Low,Within_1year,High,Classic
3dbc14b62428b50314258e2bbb943d9e,High,1-3years,Low,Classic
0a62cb1a719419cea9639bd9ff07a800,Low,Over_3years,Low,Sports
1a4c04d7feac23e2ab17007b282cb798,Low,Within_1year,High,Sports
50ea3ca2b7deee2217bd6cc8e3e6185f,Low,1-3years,Low,Luxury
2224c24f7ccf6cdf120cf86ba2a01183,Low,Within_1year,Low,Luxury
e7bfcb4abad0d16ab5b8cd1480404b56,Low,1-3years,High,Luxury
ff9b800c309b380eefd50b5deda5b189,High,Within_1year,High,Sports
a223c56a9cc6b446e44ba7e675dcecd4,Low,1-3years,Low,Luxury
17627fa3b099d14b35e207f27315843c,Low,Over_3years,High,Classic
2282d088e262a5541d4f1410f5865094,Low,1-3years,Low,Classic
cc4b9e854bcf0e074dba937350d67a5b,Medium,Over_3years,Low,Classic
f72c3b437a5fa7fec00f3919b11ad3f7,High,1-3years,Low,Luxury
e62436272f4c26b23654b193618244a8,Low,Over_3years,Low,Classic
1d6472a36c33ae016c2590f9886ace80,High,Over_3years,Low,Sports
c3d8090fdad72043553330fa9e6782a4,Low,1-3years,Low,Sports
6f43cd66233f345ca3a94779afbf7e4d,Medium,1-3years,High,Classic
86cb67f7059eac56efff32170107d190,High,Within_1year,High,Classic
e46751df654ed93f905ad5720f30823f,Medium,1-3years,High,Sports
03aaaf23b5326557df6e41c1166fd0f1,Medium,Within_1year,High,Classic
a0848f8461caf42c5bce1fd3218d8289,Low,1-3years,Low,Sports
c5ea2da1d8efdb6b849cd796479451c8,High,Within_1year,High,Luxury
cf1e6a758a27fc8a7618678eb59559c4,High,Over_3years,High,Luxury
18f089d262eb8182644245124f0a0cc2,High,1-3years,High,Sports
88e70790360a6d7e0df076b984b5611b,High,Over_3years,Low,Luxury
530031073a035a92aa6e8706b48355a2,Low,1-3years,Low,Luxury
9911fecdf940e94bcdf3ec7b6ea2240d,Low,Within_1year,High,Sports
c37fda03706b883f6786125850e0f6ad,Medium,1-3years,Low,Classic
bd9ac44f2f62c935479e4b3e2836b7e7,Low,Within_1year,Low,Luxury
4227517f9766b35da2fc8a6da289cb9f,High,Within_1year,Low,Classic
8654391e574ddbe65ce62e13167b213b,Low,1-3years,High,Classic
0d6d0afd466e788a8a5990ae1c207a08,Medium,Over_3years,High,Luxury
8e0dcd4738d6cf4f1c0af584317f66ee,High,1-3years,High,Classic
7a4025c77675d9fc44452afb11ace073,High,Over_3years,High,Classic
f606ae062df965bcafe425095fc7460b,Medium,Within_1year,Low,Luxury
fb327c429d3c6b9f610e8130d27f034e,Medium,1-3years,Low,Luxury
b07eb89bc1bf4a2f379e8d7577756c02,High,1-3years,Low,Classic
0757a6823a015b07ba756855ce247466,Low,Over_3years,Low,Classic
1206f69dec4a7038b07ac5c0865fb7c1,Low,1-3years,High,Classic
2e15dd70b97680bda7841663b43e8087,High,Within_1year,High,Sports
59c083aa34f8a07a23857c5caadca92c,High,1-3years,High,Sports
f59c596f48cfb9b7e29a341eec80870d,High,Within_1year,Low,Classic
d3926054dee05e8092275f3b95dde089,Low,Within_1year,Low,Luxury
dd3a6d02aecdb3f5436b9fc76bab49be,Low,Over_3years,Low,Sports
48624b11f0d1e03a9212f300a96ca8cb,High,Over_3years,Low,Sports
860045e49df40930d2d19a6a760d5cec,Medium,Within_1year,High,Classic
b87dc9c5c801284ee796495c2bdc580f,High,Over_3years,High,Sports
7ec19a19b2e0db491ac296ed71a42868,High,Over_3years,Low,Classic
fa6d3922326dfcb9393cefbb18dde284,Low,Within_1year,Low,Luxury
bdeee40453ff5985db9fa4580e86e31c,High,1-3years,High,Classic
c935800f79b798dbde62fbebc0729f67,Low,1-3years,Low,Luxury
f52c6cc763dfebb2ec00d970e9342351,Medium,Over_3years,Low,Sports
336cadb353aa81774186a1103cf6bb04,High,Over_3years,High,Sports
4fa8a70d563b9705a8586fa2727e3edf,Medium,Within_1year,Low,Sports
706a9eb42fc117d33e9152310037d5c8,High,Within_1year,Low,Sports
f6ce62a5970288ccf22da17226060ddd,Medium,Within_1year,Low,Luxury
59e59a76ef391ba969458cd3230a9a6a,Low,Within_1year,High,Sports
24d0aaed3875ee59d548d434f2f60b71,High,1-3years,Low,Classic
1268164810ea51898e16bbea5453c261,High,Within_1year,High,Luxury
c8ae624eac313570fb1f48bfe8d627f6,Medium,Within_1year,Low,Luxury
773a27b742df296f43aec22d6108bf96,Low,Over_3years,Low,Sports
7cdbbf1e1aaddc55bc2405746c20ec0f,Medium,Within_1year,High,Sports
dce7874f02cbf6a08733175624d20865,Medium,Over_3years,High,Luxury
7cf4c132ad0b8bd596630844aaa56b71,Low,Within_1year,High,Classic
bf93ee7acb225a76a6b5b609b9a96fb8,Medium,Within_1year,Low,Classic
8f9885a307e4f3f1d1520d3091f532ba,Medium,Over_3years,Low,Sports
121d0672c0c8bdc0b43cb9dd3fe932ae,High,1-3years,High,Sports
96341a3d8db784c1107a1202495aa92d,Medium,1-3years,Low,Sports
a6744f0ef1fc251b80581fa75d92498f,High,Over_3years,Low,Luxury
6ff158d37f636b6945944149c29c8196,Low,Over_3years,High,Classic
f932f82e033ffa098bbe9de87c1db2b8,Medium,1-3years,Low,Luxury
ce6ccdb5630004e4645c686505c98c65,Low,Over_3years,Low,Luxury
a96d99641f393d6ca07a10c34f90a3a8,High,Over_3years,High,Classic
e2c1cdaeda06bf5d430899c929debfdc,High,Over_3years,High,Luxury
2f0d25a8b95085e4a5a5496d1c8148b0,High,Over_3years,High,Sports
fec771bc16cbd2631ecdccef03c2c2f8,Medium,Over_3years,Low,Luxury
a763258ee7b1136c66b35471cd8e98a8,High,1-3years,High,Luxury
6c4b66ecb8832a746912ca7009d9b44d,High,Over_3years,High,Classic
dd0aa57b94f3398cbac679f5ee8832c0,Medium,1-3years,High,Luxury
af930f66128aba2e45e15aa7cf371824,Medium,Within_1year,Low,Luxury
667979f2525ec47aec908df4da5d139a,Medium,1-3years,High,Sports
7fbdf1f10209fb3180346749ec7a9c3c,High,Within_1year,High,Luxury
222a67ca544b76ba887c5d3635b848b9,High,1-3years,High,Sports
ebe605550d874fb22f4dce00dfa1f265,Medium,1-3years,Low,Classic
ff9c6131d30cebd61d1d6e52b809489e,Medium,Over_3years,High,Luxury
e663a7f86d25014336aabefc84c9097b,Low,1-3years,Low,Classic
ee14efe25096f942be1b301823c94021,Low,1-3years,High,Sports
d9a3f6ddd49a4b4d5a0d937cac247570,Medium,Over_3years,Low,Classic
240d0a24167b7198fbfcf3468cf9cfe9,Medium,Within_1year,Low,Sports
b0f81127e553adc70fa6294dc1307c80,Low,1-3years,Low,Sports
96028dc165eb4a3201212693e6cbbf29,Medium,Over_3years,High,Sports
0102e61a0c2a81227d6a729c67a0cad1,High,Within_1year,Low,Sports
6e421beeb8361a99dda1c05d8dae520a,High,1-3years,High,Luxury
92a26776d86598355be3458dde28e9d5,High,1-3years,Low,Sports
fead8fe892c07c64c9c7ae82007d6f4a,Medium,1-3years,High,Sports
a43c2ebc61d69844ee224f9004c8c6ba,Medium,Within_1year,High,Luxury
a6fe230f90520b9b140e8d2f0d0aea96,Low,Within_1year,High,Classic
2a1fff8468f31a6d113c04506fea71a8,Medium,1-3years,Low,Sports
91887142e1f9a924b1ed8418667db952,Medium,1-3years,Low,Classic
052057836012c71a0659875d09745472,Low,Within_1year,Low,Luxury
bb5a62b2a3210d1d107bd7152264535a,Medium,Over_3years,High,Sports
13fb9ba4f26875aa3869e8eda7e1e6a1,Low,Within_1year,High,Sports
0768e034f5a5fac5725c209c9475a9d9,Medium,Over_3years,High,Classic
3b41cece96344a0dcac699da3aa616a1,Medium,Over_3years,High,Luxury
adc6f0558165efe1b8018489bbb3dbdc,Medium,Over_3years,Low,Sports
fdf64419650d08ba410f44beb08ab344,Medium,1-3years,Low,Classic
6f184dfc534c11cd012c3effcca072c5,High,1-3years,Low,Sports
d1caf80e00d81b3d6800a177f2128420,High,Over_3years,Low,Sports
c154e602135c01d160ea5c9fa10b4f6c,Medium,Over_3years,High,Sports
112e7f317b52e2654e36c82ad321dd8f,High,Over_3years,High,Luxury
8bf6e9ae59f760a1f48d5acebcc598df,Low,Within_1year,High,Luxury
28a902d6efa91adf6532501805b87b52,High,1-3years,Low,Sports
361fd7ec69064c94c2748c6be4e1c495,Low,Over_3years,Low,Sports
5d3669af43e4da52fc006f0ace598960,Low,Over_3years,Low,Luxury
e7077167b692a15ef6c63bf610cfaed9,Low,Within_1year,High,Classic
25693277b46c8d911f3973dd226d85fd,High,1-3years,Low,Sports
4b09e8f53c4e797ba0c92b6bcd470093,Medium,Over_3years,High,Classic
ac931bebae303b6fedc14013f42ccf40,Medium,1-3years,High,Luxury
172c1c6a35465d136acb2907a079add8,High,Over_3years,Low,Luxury
ab3bc3b7f94e37e3e4025c0c1a154c9b,Low,Within_1year,High,Classic
6b180bc2fcfa4ce7ffe6f532dbc30ac4,High,Within_1year,High,Luxury
58a57dc0446b9a7219ee6c6299d850de,Medium,1-3years,High,Sports
0d9dab4620b63c511aef5e21bb08de77,High,Within_1year,Low,Classic
6703811aae82f22318c726aa9333d1de,High,1-3years,Low,Classic
4b17ecf49526afe4e02f530a94958107,Medium,Over_3years,Low,Classic
347bf4f7aec092f56bf4d195febf83e9,Medium,Within_1year,High,Sports
ff32988b75c7706fe1b434115aa70d68,Low,Over_3years,Low,Sports
ed13ac737d3c7b60094465797dbc2055,Low,Over_3years,Low,Luxury
7d6e77cdd222a98663242d8e3e1e9e62,Medium,Within_1year,High,Classic
6e5d9161e0cfdadc920a98652b89fa94,Low,Within_1year,High,Luxury
6bd4598d3a5951927c445a5dde8dad7d,Medium,Within_1year,High,Classic
8f15464d120c5b76b46a1a80433496e1,High,Over_3years,High,Luxury
a6e1067a58770db7d056e8b331eb2803,Low,1-3years,Low,Classic
582a2b6137d4142e23dbd0e2a88e5251,Medium,1-3years,Low,Sports
0875fb62b838aeea1050be8081d006fe,High,Over_3years,Low,Luxury
80959eda7d80806b729d7ef8e94f8efe,High,Over_3years,High,Luxury
b56d93dae2713d0e9c592264b46a34e4,Medium,Over_3years,High,Luxury
a08fc847d0c6fb10e4549f8ec57ea342,Medium,Within_1year,High,Luxury
a28af67784d97a38c22d18f7e7dc9709,High,1-3years,High,Classic
b3d994da455452f6b49b4b5534d5dd31,High,1-3years,High,Sports
72afe2def8d34c1f353ea1eee1db76d6,Medium,1-3years,Low,Luxury
a4084bd7aa47a4c88b8ab06a85c5fdcd,Medium,1-3years,High,Luxury
03158e246a4e412bacc2941f7a5f7299,High,1-3years,High,Sports
83fa7465647762e2b5f5c9d8072993a4,High,1-3years,Low,Classic
ef24e6ac005d3b0db3273ca5739ef5dd,Medium,Over_3years,High,Classic
a7986c59d54143d41f6265059e6379d9,Medium,Over_3years,Low,Luxury
5dc991f1f9c931ea00873cba02823907,High,Within_1year,High,Luxury
8e53a3a0a7318637c86923b825a4b092,Medium,Over_3years,Low,Classic
005d8df2c95183d5fd1890394037143b,Medium,Over_3years,Low,Sports
c1ebc0077f722663aff6483fcffe3e7e,Medium,1-3years,High,Sports
b1f87e598f3fdb1b85189e3b0732b6d2,Medium,Within_1year,Low,Luxury
70b56b05870ee39b00be557bcedcd256,Low,1-3years,High,Sports
ba212224b64d381ec1d81c7ae766ee90,Low,Within_1year,High,Luxury
a926ed95ee23c14c81bc6739de948453,High,Over_3years,High,Luxury
970aa301052b95e78766bdbda2966012,Low,Over_3years,High,Classic
1c9e0267d6cffc267bcfe7a729ff982a,Medium,1-3years,High,Luxury
27bc18d5dd1e528ff5581c9031e15c64,Low,1-3years,High,Sports
3a28ffed449d148704ff18884838d61e,High,1-3years,High,Sports
a4ddbd5119fa542c0f412552b807c245,High,Over_3years,Low,Luxury
cbdb05dea15a705d48237b85c04b5635,High,Over_3years,High,Classic
64a865ddfe118427665de9502427604c,Low,Over_3years,High,Luxury
eb721361e50f52db849fb56e8b687f50,Low,Within_1year,Low,Sports
40547a66c559d96e23b91bfbed1df250,Low,1-3years,High,Luxury
3ad327326397c26dc7b4cf431296fd0a,High,Within_1year,High,Luxury
9963db7c958397fe118ff55fea7e8a57,Medium,Over_3years,Low,Sports
f599be1dee45099e862f34465e558f68,Medium,Over_3years,High,Classic
57a09e4650f6bb5be3b11ce7a9038ede,High,Within_1year,High,Sports
a4337c8d016860c3f121e5b3655c275b,High,1-3years,High,Classic
1853022293b393af51a7cc86ca159855,High,1-3years,High,Luxury
29610d1829b4da4c9ba8cefc3c697825,High,Over_3years,Low,Sports
ebfefceaebcaec66fe58ebc130172138,Medium,Over_3years,High,Sports
62dad9c98fa7917706ee109434791856,Low,Over_3years,High,Classic
44189513fe04937dd8e075d1f9fa9586,Low,1-3years,High,Classic
be0383113d578d80697fbb88be7d3956,Medium,Within_1year,High,Sports
8b26a95e7380908a4320812af0d85a6b,Low,Over_3years,High,Luxury
abdf621de1e6830526bb7af8a069a4a3,Medium,Over_3years,Low,Sports
04c3700e3efe0def178ae669e4e8e4be,Low,Within_1year,Low,Luxury
e285604d5ab81900581ebe6271d80672,Medium,1-3years,Low,Luxury
c4a0b49dd02106016b2e92a1c7489989,Low,Over_3years,Low,Luxury
9f7d1d5b50a6ae11abfc51ea3f0e4c82,High,1-3years,High,Luxury
fbc8218215d93b9a23c80be93c1d9945,High,Over_3years,Low,Classic
154505880c1a92fd958db57984276a0f,Low,1-3years,High,Classic
352de0833bac1717ee0e2551c25f70db,Medium,Within_1year,High,Sports
b4aaf6eca2448437eda714570fccd8bf,Low,Over_3years,Low,Classic
173879f8bd88aced96e4601d9d355db2,Low,Over_3years,High,Sports
f48069aa009bb00729b8488f839dd7c7,High,Over_3years,High,Sports
6d020e88a058216f4632a062f5a2f5ab,Medium,Over_3years,Low,Luxury
2e25748e3b0072e14cbc8912f38e4990,High,Over_3years,High,Sports
16b4e241afc4e66d713cf9f042116260,Low,Within_1year,Low,Classic
f9723ac360b19a01879478abe4579d2f,High,Over_3years,High,Classic
5f48dd53b8056f520bb737373b41a537,Medium,Over_3years,Low,Sports
050752fe2ba153bfd2af7659bd20878c,Low,1-3years,High,Luxury
1e5b10c461ac43d192e1127bbff8fc35,Low,Over_3years,High,Sports
f133b43e390a21f9e7c0bc751d8e4181,High,1-3years,Low,Sports
db0c49b5547736d55db3ee2c5c492642,Medium,Within_1year,High,Classic
6bf5392079f4e896f8e1de4742a8528e,Medium,1-3years,High,Classic
66cd66751d4b49ca367f279de305f00f,Medium,1-3years,High,Luxury
90665deb30dc505e6318cc7480018b50,Medium,Within_1year,High,Classic
56dd5e5a889ccb868dabf248a5d845f2,Medium,Within_1year,Low,Sports
45c59b05006d5994fa666865bda562b1,Low,1-3years,High,Classic
bb99bae6eaf8bc47b7873ebeb6162f93,Low,1-3years,Low,Classic
d3cdb6b77482c0201d95e1df3236c00f,Medium,Within_1year,Low,Classic
3c25593f654471107e4f6ab62a97932c,Medium,Within_1year,Low,Classic
76387235d26f77c98c119ea5da24d889,Low,Within_1year,High,Luxury
036b6e4a4788c8b75e5be6b4806cae3c,Low,Within_1year,Low,Classic
bca2d89ebd0d9c7949a12a8f4274c838,Medium,Within_1year,Low,Sports
12d71686d6c6b565f4880e01d7d9edb9,Medium,1-3years,High,Classic
7ef6ee04baaeda855e73ba4cf0712622,Low,Within_1year,High,Luxury
b11750d062e796a279ff0a1769d8c9c0,High,Over_3years,High,Luxury
594d348c4770e67928ae0bd0ec26e98c,High,Over_3years,Low,Luxury
8b80b610e06f073711f2f6eed7606569,High,Over_3years,Low,Sports
58a11446cb05bddb7d56cd075787ddc4,Low,Over_3years,Low,Sports
580170c00fb86903aa5c5f20c5093448,Low,Within_1year,High,Classic
b91eee0f9d1659dd664325c8deb691b8,Low,Over_3years,Low,Sports
9b5db4077e1fbfc1da6ea80a4818da02,High,1-3years,Low,Sports
fad084a3b81c9ae4e11028509b4c3bdf,Medium,Over_3years,High,Classic
7dfbd2c094cc3242d97fe7d89fdd378b,Low,Within_1year,High,Sports
56f5cfc328e55221015f09bf10e53660,Low,Over_3years,High,Classic
16d2a634bcc044c7b3ddc1293e91646b,Low,1-3years,High,Classic
